clinic_name|clinic_link|id_doctor|doctor_specialization|doctor_experience
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|3|Стоматолог-ортодонт|20
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|4|Стоматолог-хирург, стоматолог-имплантолог, стоматолог-ортопед|22
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|5|Стоматолог|11
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|6|Стоматолог-ортодонт|25
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|7|Стоматолог|10
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|8|Стоматолог-гигиенист|-
Стоматология «Радуга»|https://prodoctorov.ru/tomsk/lpu/69405-raduga/|9|Стоматолог-ортодонт|21
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|0|Стоматолог-ортопед|6
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|1|Стоматолог, детский стоматолог|7
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|2|Стоматолог-имплантолог|5
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|3|Стоматолог|4
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|4|Стоматолог|-
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|5|Стоматолог-гигиенист|-
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|6|Стоматолог, детский стоматолог|-
Стоматология «Эталон»|https://prodoctorov.ru/tomsk/lpu/31715-etalon/|7|Стоматолог-ортопед|27
Стоматология «Кариес@net»|https://prodoctorov.ru/tomsk/lpu/31666-karies-net/|0|Стоматолог, стоматолог-ортопед|18
Стоматология «Кариес@net»|https://prodoctorov.ru/tomsk/lpu/31666-karies-net/|1|Стоматолог|-
Стоматология «Кариес@net»|https://prodoctorov.ru/tomsk/lpu/31666-karies-net/|2|Стоматолог|-
Стоматология «Томдент»|https://prodoctorov.ru/tomsk/lpu/31701-tomdent/|0|Стоматолог|11
Стоматология «Томдент»|https://prodoctorov.ru/tomsk/lpu/31701-tomdent/|1|Стоматолог-ортопед|-
Стоматология «Томдент»|https://prodoctorov.ru/tomsk/lpu/31701-tomdent/|2|Стоматолог-гигиенист|10
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|0|Стоматолог-ортопед|13
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|1|Стоматолог, детский стоматолог|31
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|2|Стоматолог|-
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|3|Стоматолог-ортопед|40
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|4|Стоматолог|15
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|5|Стоматолог|38
Стоматология «Добрый стоматолог»|https://prodoctorov.ru/tomsk/lpu/31659-dobryy-stomatolog/|6|Стоматолог-гигиенист|22
Стоматология «ДоброДент»|https://prodoctorov.ru/tomsk/lpu/71769-dobrodent/|0|Стоматолог|31
Стоматология «Идеал»|https://prodoctorov.ru/tomsk/lpu/31665-ideal/|0|Стоматолог-ортопед|13
Стоматология «Идеал»|https://prodoctorov.ru/tomsk/lpu/31665-ideal/|1|Стоматолог|16
Стоматология «Идеал»|https://prodoctorov.ru/tomsk/lpu/31665-ideal/|2|Стоматолог|-
Стоматология «Идеал»|https://prodoctorov.ru/tomsk/lpu/31665-ideal/|3|Стоматолог|-
Стоматология «Стомпрофи плюс» на Ленина|https://prodoctorov.ru/tomsk/lpu/31696-stomprofi-plyus/|0|Стоматолог, детский стоматолог, стоматолог-ортопед, стоматолог-хирург|11
Стоматология «Стомпрофи плюс» на Ленина|https://prodoctorov.ru/tomsk/lpu/31696-stomprofi-plyus/|1|Стоматолог|13
Стоматология «Стомпрофи плюс» на Ленина|https://prodoctorov.ru/tomsk/lpu/31696-stomprofi-plyus/|2|Стоматолог|29
Стоматология «Дент Стар»|https://prodoctorov.ru/tomsk/lpu/31657-dent-star/|0|Стоматолог, стоматолог-имплантолог, стоматолог-ортопед, стоматолог-хирург|13
Стоматология «Дент Стар»|https://prodoctorov.ru/tomsk/lpu/31657-dent-star/|1|Стоматолог|30
Стоматология «Дент Стар»|https://prodoctorov.ru/tomsk/lpu/31657-dent-star/|2|Стоматолог, стоматолог-ортопед|31
Стоматология «Дент Стар»|https://prodoctorov.ru/tomsk/lpu/31657-dent-star/|3|Стоматолог|2
Стоматология «Жемчуг»|https://prodoctorov.ru/tomsk/lpu/31662-zhemchug/|0|Стоматолог-хирург, стоматолог-имплантолог|27
Стоматология «Жемчуг»|https://prodoctorov.ru/tomsk/lpu/31662-zhemchug/|1|Стоматолог|24
Стоматология «Жемчуг»|https://prodoctorov.ru/tomsk/lpu/31662-zhemchug/|2|Стоматолог|33
Стоматология «Мастер улыбок»|https://prodoctorov.ru/tomsk/lpu/63826-master-ulybok/|0|Стоматолог|1
Стоматология «Мастер улыбок»|https://prodoctorov.ru/tomsk/lpu/63826-master-ulybok/|1|Стоматолог, стоматолог-ортопед|-
Стоматология «Мастер улыбок»|https://prodoctorov.ru/tomsk/lpu/63826-master-ulybok/|2|Анестезиолог-реаниматолог|-
Стоматология «Зубной лекаръ»|https://prodoctorov.ru/tomsk/lpu/71109-zubnoy-lekar/|0|Стоматолог|18
Стоматология «Зубной лекаръ»|https://prodoctorov.ru/tomsk/lpu/71109-zubnoy-lekar/|1|Стоматолог-ортопед, стоматолог|14
Стоматология «Зубной лекаръ»|https://prodoctorov.ru/tomsk/lpu/71109-zubnoy-lekar/|2|Стоматолог|33
Стоматология «Зубной лекаръ»|https://prodoctorov.ru/tomsk/lpu/71109-zubnoy-lekar/|3|Стоматолог|8
Стоматология «Зубной лекаръ»|https://prodoctorov.ru/tomsk/lpu/71109-zubnoy-lekar/|4|Стоматолог|30
Стоматология «Доктор Борменталь»|https://prodoctorov.ru/tomsk/lpu/51137-doktor-bormental/|0|Стоматолог, детский стоматолог, стоматолог-ортодонт|-
Стоматология «Доктор Борменталь»|https://prodoctorov.ru/tomsk/lpu/51137-doktor-bormental/|1|Стоматолог|2
Стоматология «Доктор Борменталь»|https://prodoctorov.ru/tomsk/lpu/51137-doktor-bormental/|2|Стоматолог|-
Стоматология «Доктор Борменталь»|https://prodoctorov.ru/tomsk/lpu/51137-doktor-bormental/|3|Стоматолог-хирург, стоматолог-имплантолог, стоматолог-ортопед|22
Стоматология «Доктор Борменталь»|https://prodoctorov.ru/tomsk/lpu/51137-doktor-bormental/|4|Стоматолог, детский стоматолог|35
Стоматология «Доктор Борменталь»|https://prodoctorov.ru/tomsk/lpu/51137-doktor-bormental/|5|Стоматолог|-
Стоматология «Доктор Борменталь»|https://prodoctorov.ru/tomsk/lpu/51137-doktor-bormental/|6|Стоматолог, детский стоматолог|-
Стоматология «Доктор Борменталь»|https://prodoctorov.ru/tomsk/lpu/51137-doktor-bormental/|7|Стоматолог-ортопед, стоматолог-хирург|15
Стоматология «Доктор Борменталь»|https://prodoctorov.ru/tomsk/lpu/51137-doktor-bormental/|8|Стоматолог-ортодонт|48
Стоматология «Здрава»|https://prodoctorov.ru/tomsk/lpu/31664-zdrava/|0|Стоматолог-ортодонт|11
Стоматология «Здрава»|https://prodoctorov.ru/tomsk/lpu/31664-zdrava/|1|Стоматолог, стоматолог-хирург|5
Стоматология «Здрава»|https://prodoctorov.ru/tomsk/lpu/31664-zdrava/|2|Стоматолог-ортопед|5
Стоматология «Здрава»|https://prodoctorov.ru/tomsk/lpu/31664-zdrava/|3|Стоматолог|31
Стоматология «Реал-Дент»|https://prodoctorov.ru/tomsk/lpu/31687-real-dent/|0|Стоматолог-ортопед|36
Стоматология «Реал-Дент»|https://prodoctorov.ru/tomsk/lpu/31687-real-dent/|1|Стоматолог|11
Стоматология «Реал-Дент»|https://prodoctorov.ru/tomsk/lpu/31687-real-dent/|2|Стоматолог|36
Стоматология «Блеск»|https://prodoctorov.ru/tomsk/lpu/31641-blesk/|0|Стоматолог|28
Стоматология «Блеск»|https://prodoctorov.ru/tomsk/lpu/31641-blesk/|1|Стоматолог-хирург, стоматолог, стоматолог-имплантолог, стоматолог-ортопед|21
Стоматология «Блеск»|https://prodoctorov.ru/tomsk/lpu/31641-blesk/|2|Стоматолог, стоматолог-ортопед|33
Стоматология «Фабрика Улыбок»|https://prodoctorov.ru/tomsk/lpu/60587-fabrika-ulybok/|0|Стоматолог-ортопед, стоматолог|15
Стоматология «Харизма»|https://prodoctorov.ru/tomsk/lpu/60625-harizma/|0|Стоматолог|-
Стоматология «Харизма»|https://prodoctorov.ru/tomsk/lpu/60625-harizma/|1|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|22
Стоматология «Харизма»|https://prodoctorov.ru/tomsk/lpu/60625-harizma/|2|Стоматолог|9
Стоматология «Денталика»|https://prodoctorov.ru/tomsk/lpu/31645-dentalika/|0|Стоматолог-хирург, стоматолог-ортопед|11
Стоматология «Денталика»|https://prodoctorov.ru/tomsk/lpu/31645-dentalika/|1|Стоматолог|3
Стоматология «Денталика»|https://prodoctorov.ru/tomsk/lpu/31645-dentalika/|2|Стоматолог|2
Стоматология «Денталика»|https://prodoctorov.ru/tomsk/lpu/31645-dentalika/|3|Стоматолог, детский стоматолог|3
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|0|Стоматолог, стоматолог-имплантолог, стоматолог-хирург|9
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|1|Стоматолог, детский стоматолог, стоматолог-ортодонт|-
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|2|Стоматолог-ортопед|36
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|3|Стоматолог|2
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|4|Стоматолог-хирург|11
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|5|Стоматолог|31
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|6|Стоматолог|20
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|7|Стоматолог|28
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|8|Стоматолог|-
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|9|Стоматолог-гигиенист|18
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|10|Стоматолог|30
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|11|Стоматолог-гигиенист|-
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|12|Стоматолог|42
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|13|Стоматолог-ортопед|-
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|14|Стоматолог, пародонтолог, стоматолог-хирург|47
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|15|Стоматолог|15
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|16|Стоматолог|7
Стоматология «СибГМУ»|https://prodoctorov.ru/tomsk/lpu/31689-sibgmu/|17|Стоматолог|19
Стоматология «Дента Смайл» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/68974-stomatologiya-denta-smayl-na-frunze/|0|Стоматолог, стоматолог-ортопед|20
Стоматология «Дента Смайл» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/68974-stomatologiya-denta-smayl-na-frunze/|1|Стоматолог, стоматолог-ортопед, стоматолог-хирург|11
Стоматология «Дента Смайл» на Фрунзе|https://prodoctorov.ru/tomsk/lpu/68974-stomatologiya-denta-smayl-na-frunze/|2|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|22
Стоматология «Стома»|https://prodoctorov.ru/tomsk/lpu/13126-stoma/|0|Стоматолог|18
Стоматология «Стома»|https://prodoctorov.ru/tomsk/lpu/13126-stoma/|1|Стоматолог-ортопед|17
Стоматология «Стома»|https://prodoctorov.ru/tomsk/lpu/13126-stoma/|2|Стоматолог|36
Стоматология «Стома»|https://prodoctorov.ru/tomsk/lpu/13126-stoma/|3|Стоматолог-хирург, пародонтолог, стоматолог-имплантолог|38
Стоматология «Стома»|https://prodoctorov.ru/tomsk/lpu/13126-stoma/|4|Стоматолог-ортопед|18
Стоматология «Стома»|https://prodoctorov.ru/tomsk/lpu/13126-stoma/|5|Стоматолог-гигиенист|-
Стоматология «Стома»|https://prodoctorov.ru/tomsk/lpu/13126-stoma/|6|Стоматолог-гигиенист|-
Стоматология «Томмедикус»|https://prodoctorov.ru/tomsk/lpu/85539-tommedikus/|0|Стоматолог, детский стоматолог|10
Стоматология «Стоматолог и Я»|https://prodoctorov.ru/tomsk/lpu/31694-stomatolog-i-ya/|0|Стоматолог|28
Стоматология «Панацея»|https://prodoctorov.ru/tomsk/lpu/31677-panaceya/|0|Стоматолог-имплантолог, стоматолог, стоматолог-ортопед, стоматолог-хирург|10
Стоматология «Дентистика»|https://prodoctorov.ru/tomsk/lpu/31653-stomatologicheskiy-kabinet-dentistika/|0|Стоматолог|32
Стоматология «Дента»|https://prodoctorov.ru/tomsk/lpu/13154-denta-stomatologicheskaya-klinika/|0|Стоматолог|54
Стоматология «Дента»|https://prodoctorov.ru/tomsk/lpu/13154-denta-stomatologicheskaya-klinika/|1|Стоматолог|28
Стоматология «Дента»|https://prodoctorov.ru/tomsk/lpu/13154-denta-stomatologicheskaya-klinika/|2|Стоматолог-ортопед|48
Стоматология «Дента»|https://prodoctorov.ru/tomsk/lpu/13154-denta-stomatologicheskaya-klinika/|3|Стоматолог, стоматолог-ортопед|-
Стоматология «Стомсервис»|https://prodoctorov.ru/tomsk/lpu/31697-stomservis/|0|Стоматолог-ортопед|-
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|0|Детский стоматолог|7
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|1|Детский стоматолог|16
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|2|Детский стоматолог|27
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|3|Стоматолог-гигиенист|32
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|4|Стоматолог|24
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|5|Стоматолог|3
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|6|Стоматолог|2
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|7|Стоматолог-ортодонт|11
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|8|Стоматолог-хирург|1
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|9|Детский стоматолог|11
«Детская стоматология святой Варвары»|https://prodoctorov.ru/tomsk/lpu/89173-detskaya-stomatologiya-svyatoy-varvary/|10|Стоматолог-хирург|6
Стоматология «Дентал арт» на Ковалева|https://prodoctorov.ru/tomsk/lpu/63752-stomatologiya-dental-art-na-kovaleva/|0|Стоматолог-ортодонт|5
Стоматология «Дентал арт» на Ковалева|https://prodoctorov.ru/tomsk/lpu/63752-stomatologiya-dental-art-na-kovaleva/|1|Стоматолог-имплантолог, стоматолог-ортопед, стоматолог-хирург|21
Стоматология «Дентал арт» на Ковалева|https://prodoctorov.ru/tomsk/lpu/63752-stomatologiya-dental-art-na-kovaleva/|2|Стоматолог-ортопед|36
Стоматология «Дентал арт» на Ковалева|https://prodoctorov.ru/tomsk/lpu/63752-stomatologiya-dental-art-na-kovaleva/|3|Стоматолог|5
Стоматология «Дентал арт» на Ковалева|https://prodoctorov.ru/tomsk/lpu/63752-stomatologiya-dental-art-na-kovaleva/|4|Стоматолог|20
Стоматология «Дентал арт» на Ковалева|https://prodoctorov.ru/tomsk/lpu/63752-stomatologiya-dental-art-na-kovaleva/|5|Стоматолог-хирург|4
Стоматология «Дентал арт» на Ковалева|https://prodoctorov.ru/tomsk/lpu/63752-stomatologiya-dental-art-na-kovaleva/|6|Детский стоматолог|8
Стоматология «Дентал арт» на Ковалева|https://prodoctorov.ru/tomsk/lpu/63752-stomatologiya-dental-art-na-kovaleva/|7|Детский стоматолог|8
Стоматология «Дентал арт» на Ковалева|https://prodoctorov.ru/tomsk/lpu/63752-stomatologiya-dental-art-na-kovaleva/|8|Стоматолог|2
Стоматология «Фамилия» («Центр профессиональной стоматологии»)|https://prodoctorov.ru/tomsk/lpu/31708-centr-professionalnoy-stomatologii/|0|Стоматолог-ортопед|10
Стоматология «Фамилия» («Центр профессиональной стоматологии»)|https://prodoctorov.ru/tomsk/lpu/31708-centr-professionalnoy-stomatologii/|1|Стоматолог-имплантолог|15
Стоматология «Фамилия» («Центр профессиональной стоматологии»)|https://prodoctorov.ru/tomsk/lpu/31708-centr-professionalnoy-stomatologii/|2|Стоматолог|-
Стоматология «Фамилия» («Центр профессиональной стоматологии»)|https://prodoctorov.ru/tomsk/lpu/31708-centr-professionalnoy-stomatologii/|3|Стоматолог|-
Стоматология «Фамилия» («Центр профессиональной стоматологии»)|https://prodoctorov.ru/tomsk/lpu/31708-centr-professionalnoy-stomatologii/|4|Стоматолог-хирург|17
Стоматология «Авиценна»|https://prodoctorov.ru/tomsk/lpu/71700-avicenna/|0|Хирург|9
Стоматология «Авиценна»|https://prodoctorov.ru/tomsk/lpu/71700-avicenna/|1|Уролог, андролог, врач УЗИ|7
Стоматология «Витали дент»|https://prodoctorov.ru/tomsk/lpu/74130-vitali-dent/|0|Стоматолог, стоматолог-ортопед, стоматолог-хирург|26
Стоматология «Витали дент»|https://prodoctorov.ru/tomsk/lpu/74130-vitali-dent/|1|Стоматолог|29
Стоматология «Витали дент»|https://prodoctorov.ru/tomsk/lpu/74130-vitali-dent/|2|Стоматолог, пародонтолог, стоматолог-хирург|-
Стоматология «Авангард» на Московском|https://prodoctorov.ru/tomsk/lpu/61623-avangard/|0|Стоматолог|27
Стоматология «Авангард» на Московском|https://prodoctorov.ru/tomsk/lpu/61623-avangard/|1|Стоматолог-гигиенист|-
Стоматология «Авангард» на Московском|https://prodoctorov.ru/tomsk/lpu/61623-avangard/|2|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|27
Стоматология «Авангард» на Московском|https://prodoctorov.ru/tomsk/lpu/61623-avangard/|3|Стоматолог|-
Стоматология «Дента Эль»|https://prodoctorov.ru/tomsk/lpu/31652-denta-el/|0|Стоматолог|27
Стоматология «Дента Эль»|https://prodoctorov.ru/tomsk/lpu/31652-denta-el/|1|Стоматолог|27
Стоматология «Дента Эль»|https://prodoctorov.ru/tomsk/lpu/31652-denta-el/|2|Стоматолог-хирург|31
Стоматология «Дента Эль»|https://prodoctorov.ru/tomsk/lpu/31652-denta-el/|3|Стоматолог-ортопед|16
Стоматология «ОртоСоло»|https://prodoctorov.ru/tomsk/lpu/58581-ortosolo/|0|Стоматолог|16
Стоматология «ОртоСоло»|https://prodoctorov.ru/tomsk/lpu/58581-ortosolo/|1|Стоматолог|25
Стоматология «ОртоСоло»|https://prodoctorov.ru/tomsk/lpu/58581-ortosolo/|2|Стоматолог-гигиенист|18
Стоматология «ОртоСоло»|https://prodoctorov.ru/tomsk/lpu/58581-ortosolo/|3|Стоматолог-ортодонт|23
Стоматология «Тверстом»|https://prodoctorov.ru/tomsk/lpu/31700-tverstom/|0|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|-
Стоматология «Тверстом»|https://prodoctorov.ru/tomsk/lpu/31700-tverstom/|1|Стоматолог|-
Стоматология «Тверстом»|https://prodoctorov.ru/tomsk/lpu/31700-tverstom/|2|Стоматолог|-
Стоматология «Тверстом»|https://prodoctorov.ru/tomsk/lpu/31700-tverstom/|3|Стоматолог|27
Стоматология «Тверстом»|https://prodoctorov.ru/tomsk/lpu/31700-tverstom/|4|Стоматолог|-
Стоматология «Тверстом»|https://prodoctorov.ru/tomsk/lpu/31700-tverstom/|5|Стоматолог|-
Стоматология «Тверстом»|https://prodoctorov.ru/tomsk/lpu/31700-tverstom/|6|Стоматолог-ортопед|-
Стоматология «Дент-сервис»|https://prodoctorov.ru/tomsk/lpu/31656-dent-servis/|0|Стоматолог|15
Стоматология «Дент-сервис»|https://prodoctorov.ru/tomsk/lpu/31656-dent-servis/|1|Стоматолог|27
Стоматология «Дент-сервис»|https://prodoctorov.ru/tomsk/lpu/31656-dent-servis/|2|Стоматолог, стоматолог-гигиенист|39
Стоматология «Дент-сервис»|https://prodoctorov.ru/tomsk/lpu/31656-dent-servis/|3|Стоматолог-ортопед|39
Стоматология «Дента Смайл» на Суворова|https://prodoctorov.ru/tomsk/lpu/31650-denta-smayl/|0|Стоматолог-хирург, стоматолог-ортопед|24
Стоматология «Дента Смайл» на Суворова|https://prodoctorov.ru/tomsk/lpu/31650-denta-smayl/|1|Стоматолог, стоматолог-ортопед|20
Стоматология «Дента Смайл» на Суворова|https://prodoctorov.ru/tomsk/lpu/31650-denta-smayl/|2|Стоматолог|-
Стоматология «Дента Смайл» на Суворова|https://prodoctorov.ru/tomsk/lpu/31650-denta-smayl/|3|Стоматолог-ортопед, стоматолог-имплантолог, стоматолог-хирург|22
Стоматология «Дента Смайл» на Суворова|https://prodoctorov.ru/tomsk/lpu/31650-denta-smayl/|4|Стоматолог, стоматолог-хирург|-
Стоматология «Дента Смайл» на Суворова|https://prodoctorov.ru/tomsk/lpu/31650-denta-smayl/|5|Стоматолог-ортодонт|-
Стоматология «ДентаЛюкс»|https://prodoctorov.ru/tomsk/lpu/89233-dentalyuks/|0|Детский стоматолог|16
Стоматология «ДентаЛюкс»|https://prodoctorov.ru/tomsk/lpu/89233-dentalyuks/|1|Стоматолог-ортопед, стоматолог-хирург|25
Стоматология «ДентаЛюкс»|https://prodoctorov.ru/tomsk/lpu/89233-dentalyuks/|2|Стоматолог|20
Стоматология «ДентаЛюкс»|https://prodoctorov.ru/tomsk/lpu/89233-dentalyuks/|3|Стоматолог-гигиенист|22
Стоматология «Симон»|https://prodoctorov.ru/tomsk/lpu/97331-simon/|0|Стоматолог|12
Стоматология «Симон»|https://prodoctorov.ru/tomsk/lpu/97331-simon/|1|Стоматолог-ортопед|11
Стоматология «Эдельвейс»|https://prodoctorov.ru/tomsk/lpu/31710-edelvyays/|0|Стоматолог|4
Стоматология «Эдельвейс»|https://prodoctorov.ru/tomsk/lpu/31710-edelvyays/|1|Стоматолог|-
«Семейная стоматология»|https://prodoctorov.ru/tomsk/lpu/31688-semyaynaya-stomatologiya/|0|Стоматолог-ортопед|5
«Семейная стоматология»|https://prodoctorov.ru/tomsk/lpu/31688-semyaynaya-stomatologiya/|1|Стоматолог-ортопед|27
«Семейная стоматология»|https://prodoctorov.ru/tomsk/lpu/31688-semyaynaya-stomatologiya/|2|Стоматолог|-
«Стоматология на Гоголя»|https://prodoctorov.ru/tomsk/lpu/79462-stomatologiya-na-gogolya/|0|Стоматолог|9
«Стоматология на Гоголя»|https://prodoctorov.ru/tomsk/lpu/79462-stomatologiya-na-gogolya/|1|Стоматолог-хирург, стоматолог-имплантолог, стоматолог-ортопед|18
«Стоматология на Гоголя»|https://prodoctorov.ru/tomsk/lpu/79462-stomatologiya-na-gogolya/|2|Стоматолог|17
«Стоматология на Гоголя»|https://prodoctorov.ru/tomsk/lpu/79462-stomatologiya-na-gogolya/|3|Стоматолог|-
Стоматология «Ал. Та.»|https://prodoctorov.ru/tomsk/lpu/31634-al-ta/|0|Стоматолог-ортопед|27
Стоматология «Ал. Та.»|https://prodoctorov.ru/tomsk/lpu/31634-al-ta/|1|Стоматолог|29
Стоматология «Аркада»|https://prodoctorov.ru/tomsk/lpu/69374-arkada/|0|Стоматолог-ортопед|-
Стоматология «Вега-Дент»|https://prodoctorov.ru/tomsk/lpu/96185-vega-dent/|0|Стоматолог-ортопед, стоматолог, стоматолог-хирург|33
Стоматология «Дента Смайл» на Мира|https://prodoctorov.ru/tomsk/lpu/68975-stomatologiya-denta-smayl-na-mira/|0|Стоматолог, стоматолог-ортопед, стоматолог-хирург|11
Стоматология «Альфа Дент»|https://prodoctorov.ru/tomsk/lpu/31636-alfa-dent/|0|Стоматолог|-
Стоматология «Тузков дентал»|https://prodoctorov.ru/tomsk/lpu/73307-tuzkov-dental/|0|Стоматолог, стоматолог-ортопед, стоматолог-хирург|18
Стоматология «Мой стоматолог»|https://prodoctorov.ru/tomsk/lpu/92387-moy-stomatolog/|0|Стоматолог, стоматолог-ортопед|24
Стоматология «Мой стоматолог»|https://prodoctorov.ru/tomsk/lpu/92387-moy-stomatolog/|1|Стоматолог-гигиенист|-
Стоматология «Мой стоматолог»|https://prodoctorov.ru/tomsk/lpu/92387-moy-stomatolog/|2|Стоматолог|-
Стоматология «Мой стоматолог»|https://prodoctorov.ru/tomsk/lpu/92387-moy-stomatolog/|3|Стоматолог|-